Scenario,ScenarioName,Algorithm,CapWatts,WaitingTime,Energy,PeakPowerWatts,Seed
1,Balanced,GA_Energy_Dominance,17685.3,5.872000,0.059092039,15732.874,205
1,Balanced,GA_Energy_Dominance,17685.3,5.960000,0.058904104,15871.903,205
1,Balanced,GA_Energy_Dominance,17685.3,6.060000,0.058845411,15559.448,205
1,Balanced,GA_Energy_Dominance,17685.3,6.154000,0.058829363,15909.993,205
1,Balanced,GA_Energy_Dominance,17685.3,6.236000,0.058765228,16120.434,205
1,Balanced,GA_Energy_Dominance,17685.3,6.282000,0.058715085,15830.404,205
1,Balanced,GA_Energy_Dominance,17685.3,6.332000,0.058682487,15819.494,205
1,Balanced,GA_Energy_Dominance,17685.3,6.380000,0.058560106,15834.815,205
1,Balanced,GA_Energy_Dominance,17685.3,6.420000,0.058466800,15408.390,205
1,Balanced,GA_Energy_Dominance,17685.3,6.430000,0.058376236,15551.914,205
1,Balanced,GA_Energy_Dominance,17685.3,6.514000,0.058347346,15782.959,205
1,Balanced,GA_Energy_Dominance,17685.3,6.640000,0.058319931,15708.229,205
1,Balanced,GA_Energy_Dominance,17685.3,6.664000,0.058053964,16874.859,208
1,Balanced,GA_Energy_Dominance,17685.3,6.778000,0.057542864,16625.130,208
1,Balanced,GA_Energy_Dominance,17685.3,6.938000,0.057482401,16143.598,208
1,Balanced,GA_Energy_Dominance,17685.3,7.032000,0.057360260,16308.337,208
1,Balanced,GA_Energy_Dominance,17685.3,7.044000,0.057099324,16377.015,208
1,Balanced,GA_Energy_Dominance,17685.3,7.134000,0.056883779,16595.364,208
1,Balanced,GA_Energy_Dominance,17685.3,7.238000,0.056800088,16268.747,208
1,Balanced,GA_Energy_Dominance,17685.3,7.308000,0.056667162,16272.890,208
1,Balanced,GA_Energy_Dominance,17685.3,7.320000,0.056556176,15792.695,208
1,Balanced,GA_Energy_Dominance,17685.3,7.406000,0.056274556,15722.046,208
1,Balanced,GA_Energy_Dominance,17685.3,7.662000,0.056188433,16054.129,208
1,Balanced,GA_Energy_Dominance,17685.3,7.712000,0.056145135,16582.443,208
1,Balanced,GA_Energy_Dominance,17685.3,7.786000,0.056087720,15852.085,208
1,Balanced,GA_Energy_Dominance,17685.3,7.814000,0.055998269,14947.093,208
1,Balanced,GA_Energy_Dominance,17685.3,7.820000,0.055852548,16257.723,208
1,Balanced,GA_Energy_Dominance,17685.3,7.896000,0.055751807,15592.175,208
1,Balanced,GA_Energy_Dominance,17685.3,7.932000,0.055501782,15401.553,208
1,Balanced,GA_Energy_Dominance,17685.3,8.100000,0.055434490,15962.391,208
1,Balanced,GA_Energy_Dominance,17685.3,8.156000,0.055079734,15472.651,208
1,Balanced,GA_Energy_Dominance,17685.3,8.232000,0.055029536,15304.167,208
1,Balanced,GA_Energy_Dominance,17685.3,8.258000,0.054921457,15300.973,208
1,Balanced,GA_Energy_Dominance,17685.3,8.340000,0.054787626,14923.398,208
1,Balanced,GA_Energy_Dominance,17685.3,8.486000,0.054759599,14883.476,208
1,Balanced,GA_Energy_Dominance,17685.3,8.624000,0.054751049,14862.970,208
1,Balanced,GA_Energy_Dominance,17685.3,8.678000,0.054594800,15411.251,208
1,Balanced,GA_Energy_Dominance,17685.3,8.852000,0.054577793,16053.406,208
1,Balanced,GA_Energy_Dominance,17685.3,9.000000,0.054501563,15109.351,208
1,Balanced,GA_Energy_Dominance,17685.3,9.018000,0.054371210,14947.060,208
1,Balanced,GA_Energy_Dominance,17685.3,9.234000,0.054330923,14830.468,208
1,Balanced,GA_Energy_Dominance,17685.3,9.432000,0.054311701,15643.838,208
1,Balanced,GA_Energy_Dominance,17685.3,9.586000,0.054288179,15738.498,208
1,Balanced,GA_Energy_Dominance,17685.3,9.640000,0.054211626,13762.650,205
1,Balanced,GA_Energy_Dominance,17685.3,9.850000,0.054192989,13808.086,205
1,Balanced,GA_Energy_Dominance,17685.3,9.886000,0.054096883,15118.344,208
1,Balanced,GA_Energy_Dominance,17685.3,9.924000,0.053994138,13689.024,205
1,Balanced,GA_Energy_Dominance,17685.3,10.030000,0.053920428,13797.885,205
1,Balanced,GA_Energy_Dominance,17685.3,10.142000,0.053787142,13449.279,205
1,Balanced,GA_Energy_Dominance,17685.3,10.306000,0.053703048,13857.221,205
1,Balanced,GA_Energy_Dominance,17685.3,10.384000,0.053646602,13073.055,205
1,Balanced,GA_Energy_Dominance,17685.3,10.482000,0.053620359,13031.593,205
1,Balanced,GA_Energy_Dominance,17685.3,10.556000,0.053568831,13169.325,205
1,Balanced,GA_Energy_Dominance,17685.3,10.658000,0.053521468,13188.926,205
1,Balanced,GA_Energy_Dominance,17685.3,10.740000,0.053511778,12986.093,205
1,Balanced,GA_Energy_Dominance,17685.3,10.902000,0.053410704,12859.663,205
1,Balanced,GA_Energy_Dominance,17685.3,11.008000,0.053398870,12871.537,205
1,Balanced,GA_Energy_Dominance,17685.3,11.094000,0.053278173,13455.736,205
1,Balanced,GA_Energy_Dominance,17685.3,11.324000,0.053078170,13234.882,205
1,Balanced,GA_Energy_Dominance,17685.3,11.472000,0.053061208,13193.232,205
1,Balanced,GA_Energy_Dominance,17685.3,11.782000,0.052992199,13058.517,205
1,Balanced,GA_Energy_Dominance,17685.3,11.876000,0.052979876,13109.408,205
1,Balanced,GA_Energy_Dominance,17685.3,12.042000,0.052946372,12922.497,205
1,Balanced,GA_Energy_Dominance,17685.3,12.060000,0.052578717,14129.379,208
1,Balanced,GA_Energy_Dominance,17685.3,12.432000,0.052561417,14382.328,208
1,Balanced,GA_Energy_Dominance,17685.3,12.754000,0.052527902,14385.238,208
1,Balanced,GA_Energy_Dominance,17685.3,12.980000,0.052452280,14341.156,208
1,Balanced,GA_Energy_Dominance,17685.3,13.132000,0.052322107,14650.870,208
1,Balanced,GA_Energy_Dominance,17685.3,13.264000,0.052236550,14515.175,208
1,Balanced,GA_Energy_Dominance,17685.3,13.416000,0.052109061,14323.156,208
1,Balanced,GA_Energy_Dominance,17685.3,13.678000,0.052094875,13383.643,202
1,Balanced,GA_Energy_Dominance,17685.3,13.822000,0.052081531,14319.130,208
1,Balanced,GA_Energy_Dominance,17685.3,13.828000,0.052010887,13671.972,202
1,Balanced,GA_Energy_Dominance,17685.3,13.970000,0.051995215,13661.050,202
1,Balanced,GA_Energy_Dominance,17685.3,14.082000,0.051837602,13577.098,202
1,Balanced,GA_Energy_Dominance,17685.3,14.294000,0.051632884,13067.024,202
1,Balanced,GA_Energy_Dominance,17685.3,14.564000,0.051588858,12582.512,202
1,Balanced,GA_Energy_Dominance,17685.3,14.740000,0.051509033,14507.185,200
1,Balanced,GA_Energy_Dominance,17685.3,14.806000,0.051491962,13080.339,202
1,Balanced,GA_Energy_Dominance,17685.3,14.848000,0.051314184,14051.259,208
1,Balanced,GA_Energy_Dominance,17685.3,15.114000,0.051286114,13300.483,202
1,Balanced,GA_Energy_Dominance,17685.3,15.300000,0.051229059,13060.396,202
1,Balanced,GA_Energy_Dominance,17685.3,15.438000,0.051178314,14162.903,208
1,Balanced,GA_Energy_Dominance,17685.3,15.620000,0.051131516,14172.053,208
1,Balanced,GA_Energy_Dominance,17685.3,15.740000,0.051109234,14187.745,200
1,Balanced,GA_Energy_Dominance,17685.3,15.784000,0.051037795,14200.430,208
1,Balanced,GA_Energy_Dominance,17685.3,15.786000,0.051013506,13173.905,202
1,Balanced,GA_Energy_Dominance,17685.3,15.904000,0.051011638,13909.637,200
1,Balanced,GA_Energy_Dominance,17685.3,15.962000,0.050965725,13148.941,202
1,Balanced,GA_Energy_Dominance,17685.3,16.066000,0.050953241,14780.694,200
1,Balanced,GA_Energy_Dominance,17685.3,16.112000,0.050915206,12942.156,202
1,Balanced,GA_Energy_Dominance,17685.3,16.248000,0.050760965,13790.406,200
1,Balanced,GA_Energy_Dominance,17685.3,16.526000,0.050636628,13403.613,208
1,Balanced,GA_Energy_Dominance,17685.3,16.670000,0.050572395,13631.019,208
1,Balanced,GA_Energy_Dominance,17685.3,16.964000,0.050414461,13981.481,200
1,Balanced,GA_Energy_Dominance,17685.3,17.138000,0.050371328,13654.833,200
1,Balanced,GA_Energy_Dominance,17685.3,17.350000,0.050220915,13998.677,200
1,Balanced,GA_Energy_Dominance,17685.3,17.506000,0.050207245,13748.478,200
1,Balanced,GA_Energy_Dominance,17685.3,17.820000,0.050068025,13602.913,200
1,Balanced,GA_Energy_Dominance,17685.3,18.104000,0.050019096,13548.091,200
1,Balanced,GA_Energy_Dominance,17685.3,18.336000,0.049969307,13744.318,200
1,Balanced,GA_Energy_Dominance,17685.3,18.454000,0.049816030,12789.955,202
1,Balanced,GA_Energy_Dominance,17685.3,18.784000,0.049662421,13138.819,201
1,Balanced,GA_Energy_Dominance,17685.3,19.098000,0.049593560,12577.573,201
1,Balanced,GA_Energy_Dominance,17685.3,19.248000,0.049312387,12649.347,201
1,Balanced,GA_Energy_Dominance,17685.3,19.488000,0.049248661,12353.002,201
1,Balanced,GA_Energy_Dominance,17685.3,19.832000,0.049184750,12439.453,201
1,Balanced,GA_Energy_Dominance,17685.3,20.094000,0.049145333,12490.856,201
1,Balanced,GA_Energy_Dominance,17685.3,20.490000,0.049089396,12242.721,201
1,Balanced,GA_Energy_Dominance,17685.3,20.836000,0.048954633,12497.394,201
1,Balanced,GA_Energy_Dominance,17685.3,21.020000,0.048855565,12368.823,201
1,Balanced,GA_Energy_Dominance,17685.3,21.488000,0.048746344,12230.449,201
1,Balanced,GA_Energy_Dominance,17685.3,21.820000,0.048701256,12089.772,201
1,Balanced,GA_Energy_Dominance,17685.3,22.246000,0.048677165,12023.541,201
1,Balanced,GA_Energy_Dominance,17685.3,22.558000,0.048639306,12311.294,201
1,Balanced,GA_Energy_Dominance,17685.3,22.760000,0.048624797,12915.784,200
1,Balanced,GA_Energy_Dominance,17685.3,22.932000,0.048586113,12551.937,201
1,Balanced,GA_Energy_Dominance,17685.3,23.390000,0.048185052,11849.273,201
1,Balanced,GA_Energy_Dominance,17685.3,24.094000,0.048003504,11815.885,200
1,Balanced,GA_Energy_Dominance,17685.3,24.948000,0.047955407,11779.717,200
1,Balanced,GA_Energy_Dominance,17685.3,25.220000,0.047881883,11579.291,200
1,Balanced,GA_Energy_Dominance,17685.3,25.432000,0.047877314,12028.834,201
1,Balanced,GA_Energy_Dominance,17685.3,25.524000,0.047847846,11637.840,200
1,Balanced,GA_Energy_Dominance,17685.3,25.834000,0.047803082,11409.923,200
1,Balanced,GA_Energy_Dominance,17685.3,25.974000,0.047709253,12125.163,201
1,Balanced,GA_Energy_Dominance,17685.3,26.312000,0.047678152,12133.259,201
1,Balanced,GA_Energy_Dominance,17685.3,26.504000,0.047633293,11128.757,203
1,Balanced,GA_Energy_Dominance,17685.3,26.774000,0.047477305,11185.246,203
1,Balanced,GA_Energy_Dominance,17685.3,27.166000,0.047430337,11176.987,203
1,Balanced,GA_Energy_Dominance,17685.3,27.504000,0.047421319,11297.762,203
1,Balanced,GA_Energy_Dominance,17685.3,28.022000,0.047365353,10681.315,203
1,Balanced,GA_Energy_Dominance,17685.3,28.146000,0.047357269,11205.567,207
1,Balanced,GA_Energy_Dominance,17685.3,28.438000,0.047309069,11024.398,207
1,Balanced,GA_Energy_Dominance,17685.3,28.478000,0.047286864,10829.865,203
1,Balanced,GA_Energy_Dominance,17685.3,28.778000,0.047229943,10417.976,203
1,Balanced,GA_Energy_Dominance,17685.3,29.052000,0.047211361,10336.012,203
1,Balanced,GA_Energy_Dominance,17685.3,29.312000,0.047177939,10508.034,203
1,Balanced,GA_Energy_Dominance,17685.3,29.652000,0.047089536,10351.002,203
1,Balanced,GA_Energy_Dominance,17685.3,29.918000,0.047060601,10219.613,203
1,Balanced,GA_Energy_Dominance,17685.3,30.348000,0.047044477,10430.874,203
1,Balanced,GA_Energy_Dominance,17685.3,30.712000,0.046986486,10421.810,203
1,Balanced,GA_Energy_Dominance,17685.3,31.004000,0.046981777,10394.695,203
1,Balanced,GA_Energy_Dominance,15720.3,6.060000,0.058845411,15559.448,205
1,Balanced,GA_Energy_Dominance,15720.3,6.420000,0.058466800,15408.390,205
1,Balanced,GA_Energy_Dominance,15720.3,6.430000,0.058376236,15551.914,205
1,Balanced,GA_Energy_Dominance,15720.3,6.640000,0.058319931,15708.229,205
1,Balanced,GA_Energy_Dominance,15720.3,6.804000,0.058041647,15378.605,205
1,Balanced,GA_Energy_Dominance,15720.3,7.140000,0.057729718,15422.250,205
1,Balanced,GA_Energy_Dominance,15720.3,7.186000,0.057695702,15223.011,205
1,Balanced,GA_Energy_Dominance,15720.3,7.298000,0.057614048,15569.233,205
1,Balanced,GA_Energy_Dominance,15720.3,7.402000,0.057612964,15373.201,205
1,Balanced,GA_Energy_Dominance,15720.3,7.444000,0.057520440,15496.655,205
1,Balanced,GA_Energy_Dominance,15720.3,7.604000,0.057505232,15456.859,205
1,Balanced,GA_Energy_Dominance,15720.3,7.648000,0.057461927,15691.654,205
1,Balanced,GA_Energy_Dominance,15720.3,7.728000,0.057230368,15453.816,205
1,Balanced,GA_Energy_Dominance,15720.3,7.814000,0.055998269,14947.093,208
1,Balanced,GA_Energy_Dominance,15720.3,7.896000,0.055751807,15592.175,208
1,Balanced,GA_Energy_Dominance,15720.3,7.932000,0.055501782,15401.553,208
1,Balanced,GA_Energy_Dominance,15720.3,8.156000,0.055079734,15472.651,208
1,Balanced,GA_Energy_Dominance,15720.3,8.232000,0.055029536,15304.167,208
1,Balanced,GA_Energy_Dominance,15720.3,8.258000,0.054921457,15300.973,208
1,Balanced,GA_Energy_Dominance,15720.3,8.340000,0.054787626,14923.398,208
1,Balanced,GA_Energy_Dominance,15720.3,8.486000,0.054759599,14883.476,208
1,Balanced,GA_Energy_Dominance,15720.3,8.624000,0.054751049,14862.970,208
1,Balanced,GA_Energy_Dominance,15720.3,8.678000,0.054594800,15411.251,208
1,Balanced,GA_Energy_Dominance,15720.3,9.000000,0.054501563,15109.351,208
1,Balanced,GA_Energy_Dominance,15720.3,9.018000,0.054371210,14947.060,208
1,Balanced,GA_Energy_Dominance,15720.3,9.234000,0.054330923,14830.468,208
1,Balanced,GA_Energy_Dominance,15720.3,9.432000,0.054311701,15643.838,208
1,Balanced,GA_Energy_Dominance,15720.3,9.640000,0.054211626,13762.650,205
1,Balanced,GA_Energy_Dominance,15720.3,9.850000,0.054192989,13808.086,205
1,Balanced,GA_Energy_Dominance,15720.3,9.886000,0.054096883,15118.344,208
1,Balanced,GA_Energy_Dominance,15720.3,9.924000,0.053994138,13689.024,205
1,Balanced,GA_Energy_Dominance,15720.3,10.030000,0.053920428,13797.885,205
1,Balanced,GA_Energy_Dominance,15720.3,10.142000,0.053787142,13449.279,205
1,Balanced,GA_Energy_Dominance,15720.3,10.306000,0.053703048,13857.221,205
1,Balanced,GA_Energy_Dominance,15720.3,10.384000,0.053646602,13073.055,205
1,Balanced,GA_Energy_Dominance,15720.3,10.482000,0.053620359,13031.593,205
1,Balanced,GA_Energy_Dominance,15720.3,10.556000,0.053568831,13169.325,205
1,Balanced,GA_Energy_Dominance,15720.3,10.658000,0.053521468,13188.926,205
1,Balanced,GA_Energy_Dominance,15720.3,10.740000,0.053511778,12986.093,205
1,Balanced,GA_Energy_Dominance,15720.3,10.902000,0.053410704,12859.663,205
1,Balanced,GA_Energy_Dominance,15720.3,11.008000,0.053398870,12871.537,205
1,Balanced,GA_Energy_Dominance,15720.3,11.094000,0.053278173,13455.736,205
1,Balanced,GA_Energy_Dominance,15720.3,11.324000,0.053078170,13234.882,205
1,Balanced,GA_Energy_Dominance,15720.3,11.472000,0.053061208,13193.232,205
1,Balanced,GA_Energy_Dominance,15720.3,11.782000,0.052992199,13058.517,205
1,Balanced,GA_Energy_Dominance,15720.3,11.876000,0.052979876,13109.408,205
1,Balanced,GA_Energy_Dominance,15720.3,12.042000,0.052946372,12922.497,205
1,Balanced,GA_Energy_Dominance,15720.3,12.060000,0.052578717,14129.379,208
1,Balanced,GA_Energy_Dominance,15720.3,12.432000,0.052561417,14382.328,208
1,Balanced,GA_Energy_Dominance,15720.3,12.754000,0.052527902,14385.238,208
1,Balanced,GA_Energy_Dominance,15720.3,12.980000,0.052452280,14341.156,208
1,Balanced,GA_Energy_Dominance,15720.3,13.132000,0.052322107,14650.870,208
1,Balanced,GA_Energy_Dominance,15720.3,13.264000,0.052236550,14515.175,208
1,Balanced,GA_Energy_Dominance,15720.3,13.416000,0.052109061,14323.156,208
1,Balanced,GA_Energy_Dominance,15720.3,13.678000,0.052094875,13383.643,202
1,Balanced,GA_Energy_Dominance,15720.3,13.822000,0.052081531,14319.130,208
1,Balanced,GA_Energy_Dominance,15720.3,13.828000,0.052010887,13671.972,202
1,Balanced,GA_Energy_Dominance,15720.3,13.970000,0.051995215,13661.050,202
1,Balanced,GA_Energy_Dominance,15720.3,14.082000,0.051837602,13577.098,202
1,Balanced,GA_Energy_Dominance,15720.3,14.294000,0.051632884,13067.024,202
1,Balanced,GA_Energy_Dominance,15720.3,14.564000,0.051588858,12582.512,202
1,Balanced,GA_Energy_Dominance,15720.3,14.740000,0.051509033,14507.185,200
1,Balanced,GA_Energy_Dominance,15720.3,14.806000,0.051491962,13080.339,202
1,Balanced,GA_Energy_Dominance,15720.3,14.848000,0.051314184,14051.259,208
1,Balanced,GA_Energy_Dominance,15720.3,15.114000,0.051286114,13300.483,202
1,Balanced,GA_Energy_Dominance,15720.3,15.300000,0.051229059,13060.396,202
1,Balanced,GA_Energy_Dominance,15720.3,15.438000,0.051178314,14162.903,208
1,Balanced,GA_Energy_Dominance,15720.3,15.620000,0.051131516,14172.053,208
1,Balanced,GA_Energy_Dominance,15720.3,15.740000,0.051109234,14187.745,200
1,Balanced,GA_Energy_Dominance,15720.3,15.784000,0.051037795,14200.430,208
1,Balanced,GA_Energy_Dominance,15720.3,15.786000,0.051013506,13173.905,202
1,Balanced,GA_Energy_Dominance,15720.3,15.904000,0.051011638,13909.637,200
1,Balanced,GA_Energy_Dominance,15720.3,15.962000,0.050965725,13148.941,202
1,Balanced,GA_Energy_Dominance,15720.3,16.066000,0.050953241,14780.694,200
1,Balanced,GA_Energy_Dominance,15720.3,16.112000,0.050915206,12942.156,202
1,Balanced,GA_Energy_Dominance,15720.3,16.248000,0.050760965,13790.406,200
1,Balanced,GA_Energy_Dominance,15720.3,16.526000,0.050636628,13403.613,208
1,Balanced,GA_Energy_Dominance,15720.3,16.670000,0.050572395,13631.019,208
1,Balanced,GA_Energy_Dominance,15720.3,16.964000,0.050414461,13981.481,200
1,Balanced,GA_Energy_Dominance,15720.3,17.138000,0.050371328,13654.833,200
1,Balanced,GA_Energy_Dominance,15720.3,17.350000,0.050220915,13998.677,200
1,Balanced,GA_Energy_Dominance,15720.3,17.506000,0.050207245,13748.478,200
1,Balanced,GA_Energy_Dominance,15720.3,17.820000,0.050068025,13602.913,200
1,Balanced,GA_Energy_Dominance,15720.3,18.104000,0.050019096,13548.091,200
1,Balanced,GA_Energy_Dominance,15720.3,18.336000,0.049969307,13744.318,200
1,Balanced,GA_Energy_Dominance,15720.3,18.454000,0.049816030,12789.955,202
1,Balanced,GA_Energy_Dominance,15720.3,18.784000,0.049662421,13138.819,201
1,Balanced,GA_Energy_Dominance,15720.3,19.098000,0.049593560,12577.573,201
1,Balanced,GA_Energy_Dominance,15720.3,19.248000,0.049312387,12649.347,201
1,Balanced,GA_Energy_Dominance,15720.3,19.488000,0.049248661,12353.002,201
1,Balanced,GA_Energy_Dominance,15720.3,19.832000,0.049184750,12439.453,201
1,Balanced,GA_Energy_Dominance,15720.3,20.094000,0.049145333,12490.856,201
1,Balanced,GA_Energy_Dominance,15720.3,20.490000,0.049089396,12242.721,201
1,Balanced,GA_Energy_Dominance,15720.3,20.836000,0.048954633,12497.394,201
1,Balanced,GA_Energy_Dominance,15720.3,21.020000,0.048855565,12368.823,201
1,Balanced,GA_Energy_Dominance,15720.3,21.488000,0.048746344,12230.449,201
1,Balanced,GA_Energy_Dominance,15720.3,21.820000,0.048701256,12089.772,201
1,Balanced,GA_Energy_Dominance,15720.3,22.246000,0.048677165,12023.541,201
1,Balanced,GA_Energy_Dominance,15720.3,22.558000,0.048639306,12311.294,201
1,Balanced,GA_Energy_Dominance,15720.3,22.760000,0.048624797,12915.784,200
1,Balanced,GA_Energy_Dominance,15720.3,22.932000,0.048586113,12551.937,201
1,Balanced,GA_Energy_Dominance,15720.3,23.390000,0.048185052,11849.273,201
1,Balanced,GA_Energy_Dominance,15720.3,24.094000,0.048003504,11815.885,200
1,Balanced,GA_Energy_Dominance,15720.3,24.948000,0.047955407,11779.717,200
1,Balanced,GA_Energy_Dominance,15720.3,25.220000,0.047881883,11579.291,200
1,Balanced,GA_Energy_Dominance,15720.3,25.432000,0.047877314,12028.834,201
1,Balanced,GA_Energy_Dominance,15720.3,25.524000,0.047847846,11637.840,200
1,Balanced,GA_Energy_Dominance,15720.3,25.834000,0.047803082,11409.923,200
1,Balanced,GA_Energy_Dominance,15720.3,25.974000,0.047709253,12125.163,201
1,Balanced,GA_Energy_Dominance,15720.3,26.312000,0.047678152,12133.259,201
1,Balanced,GA_Energy_Dominance,15720.3,26.504000,0.047633293,11128.757,203
1,Balanced,GA_Energy_Dominance,15720.3,26.774000,0.047477305,11185.246,203
1,Balanced,GA_Energy_Dominance,15720.3,27.166000,0.047430337,11176.987,203
1,Balanced,GA_Energy_Dominance,15720.3,27.504000,0.047421319,11297.762,203
1,Balanced,GA_Energy_Dominance,15720.3,28.022000,0.047365353,10681.315,203
1,Balanced,GA_Energy_Dominance,15720.3,28.146000,0.047357269,11205.567,207
1,Balanced,GA_Energy_Dominance,15720.3,28.438000,0.047309069,11024.398,207
1,Balanced,GA_Energy_Dominance,15720.3,28.478000,0.047286864,10829.865,203
1,Balanced,GA_Energy_Dominance,15720.3,28.778000,0.047229943,10417.976,203
1,Balanced,GA_Energy_Dominance,15720.3,29.052000,0.047211361,10336.012,203
1,Balanced,GA_Energy_Dominance,15720.3,29.312000,0.047177939,10508.034,203
1,Balanced,GA_Energy_Dominance,15720.3,29.652000,0.047089536,10351.002,203
1,Balanced,GA_Energy_Dominance,15720.3,29.918000,0.047060601,10219.613,203
1,Balanced,GA_Energy_Dominance,15720.3,30.348000,0.047044477,10430.874,203
1,Balanced,GA_Energy_Dominance,15720.3,30.712000,0.046986486,10421.810,203
1,Balanced,GA_Energy_Dominance,15720.3,31.004000,0.046981777,10394.695,203
1,Balanced,GA_Energy_Dominance,13755.3,9.924000,0.053994138,13689.024,205
1,Balanced,GA_Energy_Dominance,13755.3,10.142000,0.053787142,13449.279,205
1,Balanced,GA_Energy_Dominance,13755.3,10.384000,0.053646602,13073.055,205
1,Balanced,GA_Energy_Dominance,13755.3,10.482000,0.053620359,13031.593,205
1,Balanced,GA_Energy_Dominance,13755.3,10.556000,0.053568831,13169.325,205
1,Balanced,GA_Energy_Dominance,13755.3,10.658000,0.053521468,13188.926,205
1,Balanced,GA_Energy_Dominance,13755.3,10.740000,0.053511778,12986.093,205
1,Balanced,GA_Energy_Dominance,13755.3,10.902000,0.053410704,12859.663,205
1,Balanced,GA_Energy_Dominance,13755.3,11.008000,0.053398870,12871.537,205
1,Balanced,GA_Energy_Dominance,13755.3,11.094000,0.053278173,13455.736,205
1,Balanced,GA_Energy_Dominance,13755.3,11.324000,0.053078170,13234.882,205
1,Balanced,GA_Energy_Dominance,13755.3,11.472000,0.053061208,13193.232,205
1,Balanced,GA_Energy_Dominance,13755.3,11.782000,0.052992199,13058.517,205
1,Balanced,GA_Energy_Dominance,13755.3,11.876000,0.052979876,13109.408,205
1,Balanced,GA_Energy_Dominance,13755.3,12.042000,0.052946372,12922.497,205
1,Balanced,GA_Energy_Dominance,13755.3,12.236000,0.052903389,12957.122,205
1,Balanced,GA_Energy_Dominance,13755.3,12.662000,0.052891975,13198.284,205
1,Balanced,GA_Energy_Dominance,13755.3,12.790000,0.052847649,13268.508,205
1,Balanced,GA_Energy_Dominance,13755.3,12.900000,0.052841276,13047.717,205
1,Balanced,GA_Energy_Dominance,13755.3,13.054000,0.052581020,13373.690,202
1,Balanced,GA_Energy_Dominance,13755.3,13.146000,0.052338674,13617.653,202
1,Balanced,GA_Energy_Dominance,13755.3,13.400000,0.052244550,13211.973,202
1,Balanced,GA_Energy_Dominance,13755.3,13.518000,0.052240628,13445.555,202
1,Balanced,GA_Energy_Dominance,13755.3,13.674000,0.052236961,13603.391,202
1,Balanced,GA_Energy_Dominance,13755.3,13.678000,0.052094875,13383.643,202
1,Balanced,GA_Energy_Dominance,13755.3,13.828000,0.052010887,13671.972,202
1,Balanced,GA_Energy_Dominance,13755.3,13.970000,0.051995215,13661.050,202
1,Balanced,GA_Energy_Dominance,13755.3,14.082000,0.051837602,13577.098,202
1,Balanced,GA_Energy_Dominance,13755.3,14.294000,0.051632884,13067.024,202
1,Balanced,GA_Energy_Dominance,13755.3,14.564000,0.051588858,12582.512,202
1,Balanced,GA_Energy_Dominance,13755.3,14.806000,0.051491962,13080.339,202
1,Balanced,GA_Energy_Dominance,13755.3,14.998000,0.051401851,13153.282,202
1,Balanced,GA_Energy_Dominance,13755.3,15.114000,0.051286114,13300.483,202
1,Balanced,GA_Energy_Dominance,13755.3,15.300000,0.051229059,13060.396,202
1,Balanced,GA_Energy_Dominance,13755.3,15.668000,0.051133220,12471.577,202
1,Balanced,GA_Energy_Dominance,13755.3,15.786000,0.051013506,13173.905,202
1,Balanced,GA_Energy_Dominance,13755.3,15.962000,0.050965725,13148.941,202
1,Balanced,GA_Energy_Dominance,13755.3,16.112000,0.050915206,12942.156,202
